target_id,family,family_short,tier_id,tier_label,tier_name,scenario_id,scenario_tier,visibility,kind,difficulty,private_source,contract_source,steps,compiled_checks,component_action_refs,state_path_refs,page_refs,table_refs,event_refs,actor_refs,browser_steps,table_steps,upload_steps,relation_ops,browser_actions,step_modes,undeclared_symbols_total,compile_ok,compile_error,admissible
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_09_requote_after_route_expansion,service,private,scoring,C,local,local,9,104,7,4,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_10_guest_email_normalizes,validation,private,scoring,A,local,local,3,46,3,1,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_11_arrival_whitespace_collapses,validation,private,scoring,A,local,local,3,46,3,1,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_12_manifest_upload_replaces_previous_rows,upload,private,scoring,B,local,local,5,61,3,3,0,1,0,0,0,1,2,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_13_reload_preserves_quote_and_itinerary,persistence,private,scoring,B,local,local,7,88,6,5,0,0,0,0,1,0,0,unchanged,reload,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_14_reload_preserves_travelers,persistence,private,scoring,B,local,local,5,53,3,3,0,1,0,0,1,1,1,unchanged,reload,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_15_browser_back_forward_routes,persistence,private,scoring,B,local,local,6,47,4,1,2,0,0,0,2,0,0,equals,back; forward,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_16_agent_role_persists_across_reload,persistence,private,scoring,B,local,local,4,45,3,2,0,0,0,0,1,0,0,unchanged,reload,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_17_guest_cannot_check_manifest,permission,private,scoring,B,local,local,3,46,3,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_18_reset_clears_long_flow,journey,private,scoring,C,local,local,12,165,11,5,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_b,Tier B,Operational,private_19_full_three_city_confirmed_journey,journey,private,scoring,C,local,local,25,191,24,5,0,0,0,0,0,0,1,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_01_show_all_inventory_after_filter,smoke,private,scoring,d1_smoke,local,local,5,63,4,0,0,1,0,0,0,1,0,,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_02_three_city_route_ops180,service,private,scoring,d3_integrated,local,local,10,118,10,6,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_03_bad_promo_keeps_total,service,private,scoring,d2_core,local,local,10,120,10,4,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_04_all_ready_documents_projection,upload,private,scoring,d3_integrated,local,local,6,75,5,2,0,1,0,0,0,1,2,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_05_guest_cannot_check_supplier,permission,private,scoring,d2_core,local,local,3,60,3,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_06_agent_cannot_manager_approve,permission,private,scoring,d3_integrated,local,local,8,95,8,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_07_supplier_table_after_confirmed_holds,supplier,private,scoring,d3_integrated,local,local,9,116,8,0,0,1,0,0,0,1,0,,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_08_supplier_conflict_preserves_versions,supplier,private,scoring,d4_adversarial,local,local,10,124,10,4,0,0,0,0,0,0,0,equals,,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_09_payment_currency_normalizers,finance,private,scoring,d2_core,local,local,4,68,4,3,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_10_back_forward_preserves_route_state,persistence,private,scoring,d4_adversarial,local,local,7,81,5,2,2,0,0,0,2,0,0,equals,back; forward,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_11_reload_after_supplier_conflict,persistence,private,scoring,d4_adversarial,local,local,11,123,10,3,0,0,0,0,1,0,0,equals,reload,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_12_full_journey_with_exception_repair,stress,private,scoring,d5_stress,local,local,34,237,32,4,0,0,0,0,0,0,2,equals,,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_13_reset_after_dense_state_clears_ledgers,stress,private,scoring,d5_stress,local,local,15,198,14,5,0,0,0,0,0,0,0,equals,,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_14_agent_checklist_counts_three_keys,permission,private,scoring,d3_integrated,local,local,6,71,6,2,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_c,Tier C,Regulated,private_15_final_confirm_denied_to_manager,permission,private,scoring,d4_adversarial,local,local,4,62,4,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_01_show_all_inventory_after_filter,smoke,private,scoring,d1_smoke,local,local,5,68,4,0,0,1,0,0,0,1,0,,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_02_three_city_route_ops180,service,private,scoring,d3_integrated,local,local,10,123,10,6,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_03_bad_promo_keeps_total,service,private,scoring,d2_core,local,local,10,125,10,4,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_04_all_ready_documents_projection,upload,private,scoring,d3_integrated,local,local,6,80,5,2,0,1,0,0,0,1,2,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_05_guest_cannot_check_supplier,permission,private,scoring,d2_core,local,local,3,65,3,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_06_agent_cannot_manager_approve,permission,private,scoring,d3_integrated,local,local,8,100,8,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_07_supplier_table_after_confirmed_holds,supplier,private,scoring,d3_integrated,local,local,9,121,8,0,0,1,0,0,0,1,0,,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_08_supplier_conflict_preserves_versions,supplier,private,scoring,d4_adversarial,local,local,10,129,10,4,0,0,0,0,0,0,0,equals,,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_09_payment_currency_normalizers,finance,private,scoring,d2_core,local,local,4,73,4,3,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_10_back_forward_preserves_route_state,persistence,private,scoring,d4_adversarial,local,local,7,86,5,2,2,0,0,0,2,0,0,equals,back; forward,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_11_reload_after_supplier_conflict,persistence,private,scoring,d4_adversarial,local,local,11,128,10,3,0,0,0,0,1,0,0,equals,reload,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_12_full_journey_with_exception_repair,stress,private,scoring,d5_stress,local,local,34,242,32,4,0,0,0,0,0,0,2,equals,,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_13_reset_after_dense_state_clears_ledgers,stress,private,scoring,d5_stress,local,local,15,208,14,5,0,0,0,0,0,0,0,equals,,conflict,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_14_agent_checklist_counts_three_keys,permission,private,scoring,d3_integrated,local,local,6,76,6,2,0,0,0,0,0,0,0,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_15_final_confirm_denied_to_manager,permission,private,scoring,d4_adversarial,local,local,4,67,4,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_16_tier_d_release_seal_full_journey,journey,private,scoring,d6_release_war_room,local,local,31,238,29,5,0,1,0,0,0,1,2,equals,,,0,True,,True
stayflow_concierge,Travel,Travel,tier_d,Tier D,Release stage,private_17_manager_seal_blocked_before_confirmation,permission,private,scoring,d5_adversarial,local,local,4,70,4,4,0,0,0,0,0,0,0,equals,,rejected,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_01_show_all_catalog_order,smoke,private,scoring,,local,local,4,26,3,1,0,1,0,0,0,1,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_02_filter_dairy_two_items,smoke,private,scoring,,local,local,3,29,2,1,0,1,0,0,0,1,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_03_add_multiple_linear_total,core,private,scoring,,local,local,4,46,4,4,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_04_salmon_rice_free_delivery,core,private,scoring,,local,local,5,53,5,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_05_remove_item_recalculates,core,private,scoring,,local,local,6,46,6,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_06_phone_normalizes,validation,private,scoring,,local,local,4,29,4,1,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_07_minimum_order_10000_rejected,validation,private,scoring,,local,local,6,34,6,2,0,0,0,0,0,0,0,equals,,rejected,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_08_save20_coupon_credit,service,private,scoring,,local,local,6,41,6,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_09_bad_coupon_rejected_no_credit,service,private,scoring,,local,local,5,35,5,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_10_second_coupon_call_increments_count,service,private,scoring,,local,local,7,41,5,2,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_11_low_subtotal_with_slot_rejected,upload,private,scoring,,local,local,6,34,6,2,0,0,0,0,0,0,0,equals,,rejected,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_12_customer_cannot_cancel,permission,private,scoring,,local,local,8,41,8,1,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_13_staff_cancels_order,permission,private,scoring,,local,local,9,41,9,1,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_14_reload_preserves_cart,persistence,private,scoring,,local,local,4,37,3,3,1,0,0,0,1,0,0,equals; unchanged,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_15_reload_preserves_order_history,persistence,private,scoring,,local,local,8,38,7,1,1,0,0,0,1,0,0,unchanged,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_16_browser_back_restores_shop,persistence,private,scoring,,local,local,4,28,3,2,1,0,0,0,1,0,0,equals; unchanged,back,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_17_role_persists_across_reload,persistence,private,scoring,,local,local,3,23,2,1,0,0,0,0,1,0,0,equals,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_18_full_grocery_run,journey,private,scoring,,local,local,17,97,16,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_a,Tier A,Consumer,private_19_reset_clears_after_full_flow,journey,private,scoring,,local,local,11,82,10,7,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_01_show_all_catalog_order,smoke,private,scoring,,local,local,4,45,3,1,0,1,0,0,0,1,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_02_filter_dairypure_two_items,smoke,private,scoring,,local,local,3,46,2,1,0,1,0,0,0,1,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_03_add_multiple_derived_sums,core,private,scoring,,local,local,4,67,4,4,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_04_four_tier_mid_delivery_fee,core,private,scoring,,local,local,5,76,5,2,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_05_five_items_free_delivery,core,private,scoring,,local,local,6,81,6,5,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_06_phone_normalizes,validation,private,scoring,,local,local,5,52,5,1,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_07_minimum_order_15000_rejected,validation,private,scoring,,local,local,6,57,6,2,0,0,0,0,0,0,0,equals,,rejected,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_08_coupon_welcome10_credit,service,private,scoring,,local,local,5,59,5,4,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_09_bad_coupon_rejected,service,private,scoring,,local,local,5,58,5,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_10_loyalty_redeem_credit,service,private,scoring,,local,local,4,59,4,5,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_11_combined_service_calls,service,private,scoring,,local,local,7,80,7,6,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_12_express_and_gift_wrap_fees,upload,private,scoring,,local,local,6,73,6,5,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_13_customer_cannot_cancel,permission,private,scoring,,local,local,8,66,8,1,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_14_customer_cannot_verify_fulfillment,permission,private,scoring,,local,local,8,66,8,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_15_reload_preserves_cart,persistence,private,scoring,,local,local,4,58,3,4,1,0,0,0,1,0,0,equals; unchanged,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_16_reload_preserves_order_history,persistence,private,scoring,,local,local,10,74,9,2,1,0,0,0,1,0,0,equals; unchanged,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_17_browser_back_restores_market,persistence,private,scoring,,local,local,4,48,3,2,1,0,0,0,1,0,0,equals; unchanged,back,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_18_role_persists_across_reload,persistence,private,scoring,,local,local,3,40,2,1,0,0,0,0,1,0,0,equals,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_19_express_persists_across_reload,persistence,private,scoring,,local,local,5,56,4,2,0,0,0,0,1,0,0,equals,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_20_full_gourmet_with_prep,journey,private,scoring,,local,local,22,185,21,9,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_21_full_fulfillment_journey,journey,private,scoring,,local,local,16,125,16,9,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_22_reset_clears_after_full_flow,journey,private,scoring,,local,local,12,140,11,13,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_23_vendor_switch_preserves_cart,journey,private,scoring,,local,local,9,89,9,6,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_b,Tier B,Operational,private_24_double_loyalty_redeem,service,private,scoring,,local,local,5,68,4,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_01_show_all_catalog_order,smoke,private,scoring,,local,local,4,58,3,1,0,1,0,0,0,1,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_02_filter_dairypure_two_items,smoke,private,scoring,,local,local,3,59,2,1,0,1,0,0,0,1,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_03_filter_butcherbox_price_order,smoke,private,scoring,,local,local,3,54,2,0,0,1,0,0,0,1,0,,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_04_multi_item_derived_counts,core,private,scoring,,local,local,4,86,4,7,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_05_free_delivery_with_three_cold_items,core,private,scoring,,local,local,4,85,4,6,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_06_packaging_fee_tiers,core,private,scoring,,local,local,4,85,4,2,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_07_preparation_updates_striploin,core,private,scoring,,local,local,4,71,4,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_08_remove_item_updates_counts,core,private,scoring,,local,local,6,99,6,4,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_09_coupon_cold3000_credit,service,private,scoring,,local,local,6,84,6,4,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_10_bad_coupon_rejected,service,private,scoring,,local,local,5,73,5,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_11_double_wallet_redeem,service,private,scoring,,local,local,5,83,4,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_12_slot_service_reselection,service,private,scoring,,local,local,6,86,6,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_13_rush_and_substitution_toggles,core,private,scoring,,local,local,8,101,8,5,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_14_phone_normalizes,validation,private,scoring,,local,local,5,75,5,1,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_15_minimum_order_25000_rejected,validation,private,scoring,,local,local,6,75,6,2,0,0,0,0,0,0,0,equals,,rejected,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_16_customer_cannot_pick_order,permission,private,scoring,,local,local,9,95,9,2,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_17_staff_review_manager_approval,permission,private,scoring,,local,local,11,107,11,4,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_18_customer_cannot_resolve_ticket,support,private,scoring,,local,local,11,105,11,3,0,0,0,0,0,0,0,equals,,unauthorized,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_19_staff_resolves_support_ticket,support,private,scoring,,local,local,12,111,12,3,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_20_reload_preserves_cart_and_slot,persistence,private,scoring,,local,local,6,81,5,4,1,0,0,0,1,0,0,equals; unchanged,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_21_role_persists_across_reload,persistence,private,scoring,,local,local,3,53,2,1,0,0,0,0,1,0,0,equals,reload,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_22_browser_back_restores_market,persistence,private,scoring,,local,local,4,63,3,2,1,0,0,0,1,0,0,equals; unchanged,back,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_23_full_cold_chain_fulfillment_journey,journey,private,scoring,,local,local,29,215,28,11,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_c,Tier C,Regulated,private_24_reset_clears_operational_state,journey,private,scoring,,local,local,13,170,12,12,0,0,0,0,0,0,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_d,Tier D,Release stage,private_01_show_all_catalog_order,smoke,private,scoring,,local,local,4,63,3,1,0,1,0,0,0,1,0,equals,,,0,True,,True
freshcart_market,Grocery,Grocery,tier_d,Tier D,Release stage,private_02_filter_dairypure_two_items,smoke,private,scoring,,local,local,3,64,2,1,0,1,0,0,0,1,0,equals,,,0,True,,True
