suite,suite_label,tier,model_tier,model_tier_label,model,model_label,run_id,subject,all_pass_private,all_pass_public,n_private,n_public,passed_private,passed_public,private_all_pass,public_all_pass,all_visible_pass
clinic_shift_command,Clinic Shift Command,A,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-095254-7f43bc9a,clinic_shift_tier_a_m_claude_haiku45_r10,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095312-db943b96,clinic_shift_tier_a_m_gemini31_flash_lite_r01,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095313-97f504f9,clinic_shift_tier_a_m_gemini31_flash_lite_r02,False,False,17,6,1,1,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095333-93307ad1,clinic_shift_tier_a_m_gemini31_flash_lite_r03,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095348-fc45c817,clinic_shift_tier_a_m_gemini31_flash_lite_r04,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095352-4270384e,clinic_shift_tier_a_m_gemini31_flash_lite_r05,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095400-69cdaf61,clinic_shift_tier_a_m_gemini31_flash_lite_r06,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095404-2fd91769,clinic_shift_tier_a_m_gemini31_flash_lite_r07,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095411-e5e73acb,clinic_shift_tier_a_m_gemini31_flash_lite_r08,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095436-9ff6a802,clinic_shift_tier_a_m_gemini31_flash_lite_r09,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-095442-ef4cc928,clinic_shift_tier_a_m_gemini31_flash_lite_r10,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-0aba4062,clinic_shift_tier_a_m_gpt54_nano_r06,False,False,17,6,11,4,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-2b4a1bd3,clinic_shift_tier_a_m_gpt54_nano_r01,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-38ae3449,clinic_shift_tier_a_m_gpt54_nano_r09,False,False,17,6,15,5,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-452b1096,clinic_shift_tier_a_m_gpt54_nano_r05,False,False,17,6,5,2,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-469d3b32,clinic_shift_tier_a_m_gpt54_nano_r07,False,True,17,6,15,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-9764c69c,clinic_shift_tier_a_m_gpt54_nano_r08,False,False,17,6,8,2,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-dd9552e2,clinic_shift_tier_a_m_gpt54_nano_r02,False,False,17,6,14,4,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-f4f034ef,clinic_shift_tier_a_m_gpt54_nano_r03,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095122-f8a80a99,clinic_shift_tier_a_m_gpt54_nano_r04,False,False,17,6,4,1,False,False,False
clinic_shift_command,Clinic Shift Command,A,M,Small,gpt54_nano,GPT-5.4 nano,20260513-095136-ab13c4d4,clinic_shift_tier_a_m_gpt54_nano_r10,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095616-6f7622c4,clinic_shift_tier_a_t_claude_sonnet46_r01,True,True,17,6,17,6,True,True,True
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095619-9beb9163,clinic_shift_tier_a_t_claude_sonnet46_r02,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095623-6d8a62dc,clinic_shift_tier_a_t_claude_sonnet46_r03,False,False,17,6,15,5,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095628-6c4357d1,clinic_shift_tier_a_t_claude_sonnet46_r04,True,True,17,6,17,6,True,True,True
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095631-8115855c,clinic_shift_tier_a_t_claude_sonnet46_r05,False,True,17,6,16,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095633-a01d1c21,clinic_shift_tier_a_t_claude_sonnet46_r06,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095638-cdd7a52b,clinic_shift_tier_a_t_claude_sonnet46_r07,True,True,17,6,17,6,True,True,True
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095646-472e86d5,clinic_shift_tier_a_t_claude_sonnet46_r08,False,False,17,6,5,1,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095650-4577ec25,clinic_shift_tier_a_t_claude_sonnet46_r10,False,False,17,6,4,1,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,claude_sonnet46,Claude Sonnet 4.6,20260513-095650-6c8fab22,clinic_shift_tier_a_t_claude_sonnet46_r09,False,True,17,6,16,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095651-e039ea77,clinic_shift_tier_a_t_gemini_flash_latest_r01,False,False,17,6,15,5,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095657-cbe28956,clinic_shift_tier_a_t_gemini_flash_latest_r02,False,True,17,6,16,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095704-90bb21fc,clinic_shift_tier_a_t_gemini_flash_latest_r03,False,True,17,6,16,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095706-894ec087,clinic_shift_tier_a_t_gemini_flash_latest_r04,True,True,17,6,17,6,True,True,True
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095707-dc9564ab,clinic_shift_tier_a_t_gemini_flash_latest_r05,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095709-a45624e1,clinic_shift_tier_a_t_gemini_flash_latest_r06,False,True,17,6,15,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095711-55dbd230,clinic_shift_tier_a_t_gemini_flash_latest_r07,False,False,17,6,3,1,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095722-37ec985a,clinic_shift_tier_a_t_gemini_flash_latest_r08,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095723-e19a3062,clinic_shift_tier_a_t_gemini_flash_latest_r09,False,True,17,6,15,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513-095724-bce8218d,clinic_shift_tier_a_t_gemini_flash_latest_r10,True,True,17,6,17,6,True,True,True
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095457-47a46df0,clinic_shift_tier_a_t_gpt54_mini_r01,False,True,17,6,14,6,False,True,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095522-f8b6a6c5,clinic_shift_tier_a_t_gpt54_mini_r02,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095524-8dab1ac8,clinic_shift_tier_a_t_gpt54_mini_r03,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095543-83042e22,clinic_shift_tier_a_t_gpt54_mini_r04,True,True,17,6,17,6,True,True,True
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095547-83377789,clinic_shift_tier_a_t_gpt54_mini_r05,False,False,17,6,11,4,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095549-cfee98ef,clinic_shift_tier_a_t_gpt54_mini_r06,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095555-3e8d0ee5,clinic_shift_tier_a_t_gpt54_mini_r07,False,False,17,6,9,4,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095602-de17582d,clinic_shift_tier_a_t_gpt54_mini_r08,True,True,17,6,17,6,True,True,True
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095610-981641c2,clinic_shift_tier_a_t_gpt54_mini_r09,False,False,17,6,13,4,False,False,False
clinic_shift_command,Clinic Shift Command,A,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513-095613-65f25293,clinic_shift_tier_a_t_gpt54_mini_r10,False,False,17,6,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120736-dd3e1888,clinic_shift_tier_b_f_claude_opus46_r01,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120806-cf897af3,clinic_shift_tier_b_f_claude_opus46_r02,False,False,24,9,22,8,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120808-badb1e20,clinic_shift_tier_b_f_claude_opus46_r03,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120810-5e5bd539,clinic_shift_tier_b_f_claude_opus46_r04,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120812-2e4d0223,clinic_shift_tier_b_f_claude_opus46_r05,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120822-19111b0a,clinic_shift_tier_b_f_claude_opus46_r06,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120830-65be56d1,clinic_shift_tier_b_f_claude_opus46_r07,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120841-14a89e90,clinic_shift_tier_b_f_claude_opus46_r08,False,False,24,9,22,8,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120843-9006dd7f,clinic_shift_tier_b_f_claude_opus46_r09,False,False,24,9,22,8,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,claude_opus46,Claude Opus 4.6,20260513-120906-8847e6ec,clinic_shift_tier_b_f_claude_opus46_r10,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120910-3ebd9574,clinic_shift_tier_b_f_gemini31_pro_preview_r01,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120911-fddebc00,clinic_shift_tier_b_f_gemini31_pro_preview_r02,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120917-77b49098,clinic_shift_tier_b_f_gemini31_pro_preview_r03,False,False,24,9,2,1,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120922-be0b2abd,clinic_shift_tier_b_f_gemini31_pro_preview_r04,False,False,24,9,18,7,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120923-6ad9e32b,clinic_shift_tier_b_f_gemini31_pro_preview_r05,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120937-e510b36d,clinic_shift_tier_b_f_gemini31_pro_preview_r06,False,False,24,9,16,7,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120942-15792d16,clinic_shift_tier_b_f_gemini31_pro_preview_r07,False,False,24,9,21,8,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-120947-da8a33e4,clinic_shift_tier_b_f_gemini31_pro_preview_r08,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-121006-b429d48d,clinic_shift_tier_b_f_gemini31_pro_preview_r09,False,False,24,9,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513-121011-4976bb49,clinic_shift_tier_b_f_gemini31_pro_preview_r10,False,True,24,9,22,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120609-0cf4cdf5,clinic_shift_tier_b_f_gpt54_r02,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120609-72bb1ca3,clinic_shift_tier_b_f_gpt54_r01,False,True,24,9,23,9,False,True,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120610-7129a444,clinic_shift_tier_b_f_gpt54_r03,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120629-7d391a37,clinic_shift_tier_b_f_gpt54_r05,False,False,24,9,22,8,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120629-7fbf4d82,clinic_shift_tier_b_f_gpt54_r04,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120634-9db1324c,clinic_shift_tier_b_f_gpt54_r06,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120640-9a376ba6,clinic_shift_tier_b_f_gpt54_r07,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120702-2131adae,clinic_shift_tier_b_f_gpt54_r08,False,False,24,9,23,8,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120708-b4e02b2c,clinic_shift_tier_b_f_gpt54_r09,False,False,24,9,23,8,False,False,False
clinic_shift_command,Clinic Shift Command,B,F,Frontier,gpt54,GPT-5.4,20260513-120735-2cbeed84,clinic_shift_tier_b_f_gpt54_r10,True,True,24,9,24,9,True,True,True
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115522-6dae7820,clinic_shift_tier_b_m_claude_haiku45_r02,False,False,24,9,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115522-887a5fb8,clinic_shift_tier_b_m_claude_haiku45_r01,False,False,24,9,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115545-8c274b6e,clinic_shift_tier_b_m_claude_haiku45_r03,False,False,24,9,4,1,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115620-03cce2e8,clinic_shift_tier_b_m_claude_haiku45_r04,False,False,24,9,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115631-82af0c1f,clinic_shift_tier_b_m_claude_haiku45_r05,False,False,24,9,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115650-5b71c234,clinic_shift_tier_b_m_claude_haiku45_r06,False,False,24,9,2,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115656-2350c2ef,clinic_shift_tier_b_m_claude_haiku45_r07,False,False,24,9,17,3,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115701-9364522c,clinic_shift_tier_b_m_claude_haiku45_r08,False,False,24,9,6,3,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115718-9fd2a96d,clinic_shift_tier_b_m_claude_haiku45_r09,False,False,24,9,2,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513-115725-03361091,clinic_shift_tier_b_m_claude_haiku45_r10,False,False,24,9,0,0,False,False,False
clinic_shift_command,Clinic Shift Command,B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513-115734-8d3150aa,clinic_shift_tier_b_m_gemini31_flash_lite_r01,False,False,24,9,0,0,False,False,False
