suite,tier,model_tier,batch,model,rep,run_dir,summary_path,run_id,subject,suite_label,tier_label,model_tier_label,model_label,view_all_available_raw,view_current_raw,view_paper_main_raw,passed,formal_ratio,stepwise_ratio,formal_earned,formal_possible,stepwise_earned,stepwise_possible,conformance_gap,contract_ratio,contract_failures,probe_passed,probe_total,primary_raw_failure,primary_failure_group,n_scenarios
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gemini31_flash_lite,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r05/20260525-235949-1df29642,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r05/20260525-235949-1df29642/summary.json,20260525-235949-1df29642,repeat_tier_c_m_gemini31_flash_lite_r05,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gemini31_flash_lite,r06,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r06/20260526-000150-2171895f,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r06/20260526-000150-2171895f/summary.json,20260526-000150-2171895f,repeat_tier_c_m_gemini31_flash_lite_r06,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gemini31_flash_lite,r07,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r07/20260526-000238-f177dfb8,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r07/20260526-000238-f177dfb8/summary.json,20260526-000238-f177dfb8,repeat_tier_c_m_gemini31_flash_lite_r07,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gemini31_flash_lite,r08,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r08/20260526-000432-7bd10ad5,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r08/20260526-000432-7bd10ad5/summary.json,20260526-000432-7bd10ad5,repeat_tier_c_m_gemini31_flash_lite_r08,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gemini31_flash_lite,r09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r09/20260526-000524-d6acb22c,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r09/20260526-000524-d6acb22c/summary.json,20260526-000524-d6acb22c,repeat_tier_c_m_gemini31_flash_lite_r09,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gemini31_flash_lite,r10,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r10/20260526-000717-17a06d69,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gemini31_flash_lite/r10/20260526-000717-17a06d69/summary.json,20260526-000717-17a06d69,repeat_tier_c_m_gemini31_flash_lite_r10,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r01,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r01/20260525-233445-908f4481,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r01/20260525-233445-908f4481/summary.json,20260525-233445-908f4481,repeat_tier_c_m_gpt54_nano_r01,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r02/20260525-233445-7e22ee67,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r02/20260525-233445-7e22ee67/summary.json,20260525-233445-7e22ee67,repeat_tier_c_m_gpt54_nano_r02,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.4322033898305085,0.7814022198903118,51.0,118.0,92.20546194705679,118.0,0.3491988300598033,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r03/20260526-021319-636b8011,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r03/20260526-021319-636b8011/summary.json,20260526-021319-636b8011,repeat_tier_c_m_gpt54_nano_r03,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,29,0,0,invalid_state_hook,invalid observation surface,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r04/20260525-233726-3400b829,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r04/20260525-233726-3400b829/summary.json,20260525-233726-3400b829,repeat_tier_c_m_gpt54_nano_r04,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.0,0.1818675583378243,0.0,118.0,21.460371883863267,118.0,0.1818675583378243,0.0,29,0,0,assertion_browser_page_equals,route / persistence drift,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r05/20260525-233756-888c19ed,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r05/20260525-233756-888c19ed/summary.json,20260525-233756-888c19ed,repeat_tier_c_m_gpt54_nano_r05,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r06,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r06/20260525-234053-f138b8c7,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r06/20260525-234053-f138b8c7/summary.json,20260525-234053-f138b8c7,repeat_tier_c_m_gpt54_nano_r06,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,29,0,0,invalid_state_hook,invalid observation surface,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r07,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r07/20260525-234055-c9ad6737,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r07/20260525-234055-c9ad6737/summary.json,20260525-234055-c9ad6737,repeat_tier_c_m_gpt54_nano_r07,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.0,0.16820734849117375,0.0,118.0,19.848467121958503,118.0,0.16820734849117375,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r08,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r08/20260525-234110-c6d72cec,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r08/20260525-234110-c6d72cec/summary.json,20260525-234110-c6d72cec,repeat_tier_c_m_gpt54_nano_r08,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.6101694915254238,0.8188519868257597,72.0,118.0,96.62453444543964,118.0,0.2086824953003359,0.9655172413793104,1,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r09/20260525-234331-a73109db,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r09/20260525-234331-a73109db/summary.json,20260525-234331-a73109db,repeat_tier_c_m_gpt54_nano_r09,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,29,0,0,invalid_state_hook,invalid observation surface,29
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,gpt54_nano,r10,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r10/20260525-234349-abb6ed84,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/gpt54_nano/r10/20260525-234349-abb6ed84/summary.json,20260525-234349-abb6ed84,repeat_tier_c_m_gpt54_nano_r10,Campus Registrar Command,C,Small,GPT-5.4 nano,True,True,True,False,0.9067796610169492,0.9829224447868515,107.0,118.0,115.98484848484848,118.0,0.07614278376990236,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_gemini_20260525T132231Z,gemini31_flash_lite,r01,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r01/20260525-225700-0b05fd50,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r01/20260525-225700-0b05fd50/summary.json,20260525-225700-0b05fd50,repeat_tier_c_m_gemini31_flash_lite_r01,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_gemini_20260525T132231Z,gemini31_flash_lite,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r02/20260525-225700-a8e7f2b5,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r02/20260525-225700-a8e7f2b5/summary.json,20260525-225700-a8e7f2b5,repeat_tier_c_m_gemini31_flash_lite_r02,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_gemini_20260525T132231Z,gemini31_flash_lite,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r03/20260525-225947-325db6ac,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r03/20260525-225947-325db6ac/summary.json,20260525-225947-325db6ac,repeat_tier_c_m_gemini31_flash_lite_r03,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_gemini_20260525T132231Z,gemini31_flash_lite,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r04/20260525-225951-d8f1db07,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r04/20260525-225951-d8f1db07/summary.json,20260525-225951-d8f1db07,repeat_tier_c_m_gemini31_flash_lite_r04,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
campus_registrar_command,C,M,rerun_missing_gemini_20260525T132231Z,gemini31_flash_lite,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r05/20260525-230225-777b5db8,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_gemini_20260525T132231Z/runs/gemini31_flash_lite/r05/20260525-230225-777b5db8/summary.json,20260525-230225-777b5db8,repeat_tier_c_m_gemini31_flash_lite_r05,Campus Registrar Command,C,Small,Gemini 3.1 Flash Lite,True,True,True,False,0.0,0.0525716719883143,0.0,118.0,6.203457294621087,118.0,0.0525716719883143,1.0,0,0,0,assertion_state_equals,wrong state transition,29
