suite,tier,model_tier,batch,model,rep,run_dir,summary_path,run_id,subject,suite_label,tier_label,model_tier_label,model_label,view_all_available_raw,view_current_raw,view_paper_main_raw,capability,scenario_ratio,step_ratio,passed,failed,total
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912/summary.json,20260525-234538-2d525912,repeat_tier_c_m_claude_haiku45_r02,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,validation,1.0,1.0,5,0,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912/summary.json,20260525-234538-2d525912,repeat_tier_c_m_claude_haiku45_r02,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,upload,0.6,0.953409090909091,3,2,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912/summary.json,20260525-234538-2d525912,repeat_tier_c_m_claude_haiku45_r02,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,journey,1.0,1.0,5,0,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912/summary.json,20260525-234538-2d525912,repeat_tier_c_m_claude_haiku45_r02,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,service,1.0,1.0,2,0,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912/summary.json,20260525-234538-2d525912,repeat_tier_c_m_claude_haiku45_r02,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,persistence,1.0,1.0,5,0,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r02,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r02/20260525-234538-2d525912/summary.json,20260525-234538-2d525912,repeat_tier_c_m_claude_haiku45_r02,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,permission,0.75,0.859375,3,1,4
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,smoke,0.0,0.875,0,2,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,core,0.0,0.21428571428571427,0,1,1
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,validation,0.0,0.15494047619047618,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,upload,0.0,0.18143939393939393,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,journey,0.0,0.10145593869731799,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,service,0.0,0.0698051948051948,0,2,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,persistence,0.0,0.27678571428571425,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r03,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r03/20260525-234730-7d91e8fa/summary.json,20260525-234730-7d91e8fa,repeat_tier_c_m_claude_haiku45_r03,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,permission,0.0,0.1754464285714286,0,4,4
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,smoke,0.0,0.875,0,2,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,core,0.0,0.21428571428571427,0,1,1
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,validation,0.0,0.15494047619047618,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,upload,0.2,0.3314393939393939,1,4,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,journey,0.0,0.10145593869731799,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,service,0.0,0.0698051948051948,0,2,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,persistence,0.2,0.3517857142857143,1,4,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r04,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r04/20260525-234828-52f89454/summary.json,20260525-234828-52f89454,repeat_tier_c_m_claude_haiku45_r04,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,permission,0.25,0.371875,1,3,4
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,smoke,0.0,0.125,0,2,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,core,0.0,0.07142857142857142,0,1,1
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,validation,0.0,0.0516468253968254,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,upload,0.0,0.06047979797979798,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,journey,0.0,0.027151979565772668,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,service,0.0,0.023268398268398268,0,2,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,persistence,0.0,0.07559523809523809,0,5,5
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r05,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r05/20260525-234933-59128f09/summary.json,20260525-234933-59128f09,repeat_tier_c_m_claude_haiku45_r05,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,permission,0.0,0.05848214285714285,0,4,4
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r06,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r06/20260525-235001-08af66d0,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r06/20260525-235001-08af66d0/summary.json,20260525-235001-08af66d0,repeat_tier_c_m_claude_haiku45_r06,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,smoke,0.5,0.8125,1,1,2
campus_registrar_command,C,M,rerun_missing_20260525T122900Z,claude_haiku45,r06,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r06/20260525-235001-08af66d0,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/campus_registrar_command/tier_c/cohorts/M/rerun_missing_20260525T122900Z/runs/claude_haiku45/r06/20260525-235001-08af66d0/summary.json,20260525-235001-08af66d0,repeat_tier_c_m_claude_haiku45_r06,Campus Registrar Command,C,Small,Claude Haiku 4.5,True,True,True,core,1.0,1.0,1,0,1
